council_district,highest_offense_desc,highest_offense,date,location,district,zip,x_coord,y_coord
7,ROBBERY BY ASSAULT,Robbery,29-Oct-18,11600 CENTURY OAKS TER,A,78758,3118702,10120061
6,AUTO THEFT,Auto Theft,21-Dec-18,11400 BLOCK BRISTLE OAK TRL,A,78750,3089433,10139332
9,THEFT,Theft,10-Aug-18,2300 NUECES ST,B,78705,3113806,10077553
3,BURGLARY OF RESIDENCE,Burglary,3-Dec-18,4609 LEDESMA RD,C,78721,3131044,10073136
9,THEFT BY SHOPLIFTING,Theft,11-Nov-18,1000 E 41ST ST,B,78751,3121344,10082703
8,BURGLARY OF RESIDENCE,Burglary,30-Oct-18,3313 TEXAS STAR LN,D,78746,3093706,10069736
9,THEFT,Theft,12-Dec-18,2510 LEON ST,B,78705,3112026,10078868
5,BURGLARY NON RESIDENCE,Burglary,3-Aug-18,1207 BARTON SPRINGS RD,D,78704,3109668,10067814
10,BURGLARY OF VEHICLE,Theft,14-Sep-18,5204 FM 2222 RD,B,78731,3100043,10102810
4,BURGLARY OF RESIDENCE,Burglary,27-Sep-18,212 W LOLA DR,E,78753,3125530,10100085
7,BURGLARY OF VEHICLE,Theft,13-Aug-18,8788 RESEARCH BLVD SVRD SB,I,78757,3121007,10106837
7,THEFT BY SHOPLIFTING,Theft,16-Oct-18,9607 RESEARCH BLVD NB,A,78759,3113169,10114556
3,AGG ROBBERY/DEADLY WEAPON,Robbery,2-Dec-18,1071 SPRINGDALE RD,C,78721,3130664,10072597
3,BURGLARY OF VEHICLE,Theft,11-Dec-18,1601 FARO DR,H,78741,3124428,10058407
5,THEFT BY SHOPLIFTING,Theft,17-Nov-18,729 E SLAUGHTER LN,F,78744,3104383,10031331
8,THEFT,Theft,11-Aug-18,2901 S CAPITAL OF TEXAS HWY NB,D,78746,3094135,10066586
7,BURGLARY OF VEHICLE,Theft,5-Nov-18,10515 N MOPAC EXPY SVRD NB,A,78758,3116529,10116684
9,BURGLARY OF VEHICLE,Theft,31-Dec-18,418 CONGRESS AVE,G,78701,3114151,10070312
7,THEFT BY SHOPLIFTING,Theft,25-Jul-18,1434 W WELLS BRANCH PKWY,E,78660,3137594,10134827
1,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,2-Aug-18,6902 MILLRACE DR,C,78724,3141334,10085456
5,THEFT BY SHOPLIFTING,Theft,21-Dec-18,9500 S IH 35 SVRD SB,F,78748,3099306,10032153
4,THEFT,Theft,12-Nov-18,1414 CORONA DR,I,78723,3127436,10086536
9,SEXUAL ASSAULT OF CHILD/OBJECT,Rape,16-Nov-18,,D,78704,,
7,THEFT OF AUTO PARTS,Theft,30-Dec-18,12001 METRIC BLVD,E,78758,3126112,10119740
,THEFT,Theft,30-Dec-18,4970 W US 290 HWY SVRD WB,D,,3090092,10057870
9,AGG ASSAULT,Agg Assault,23-Dec-18,701 RIO GRANDE ST,G,78701,3112423,10071806
3,BURGLARY OF RESIDENCE,Burglary,25-Jun-18,607 WOODWARD ST,D,78704,3111461,10055299
5,THEFT BY SHOPLIFTING,Theft,2-Nov-18,9500 S IH 35 SVRD SB,F,78748,3099306,10032153
7,THEFT BY SHOPLIFTING,Theft,13-Jul-18,11700 ROCK ROSE AVE,A,78758,3119599,10119983
9,THEFT,Theft,22-Aug-18,2608 SALADO ST,B,78705,3113253,10079297
4,THEFT,Theft,22-Aug-18,10300 N IH 35 SVRD SB,E,78753,3132465,10107419
3,THEFT FROM BUILDING,Theft,29-Dec-18,1511 E 6TH ST,G,78702,3119399,10068984
2,THEFT,Theft,5-Dec-18,4501 S IH 35 SVRD NB,F,78744,3111325,10049638
10,BURGLARY OF VEHICLE,Theft,13-Aug-18,11680 RESEARCH BLVD NB,A,78759,3111983,10124539
2,THEFT OF METAL,Theft,27-Dec-18,6718 BLUFF SPRINGS RD,F,78744,3106755,10040947
4,AGG ASSAULT,Agg Assault,17-Dec-18,THURMOND ST / JAMESTOWN DR,E,78758,3124254,10102744
1,BURGLARY NON RESIDENCE,Burglary,10-Nov-18,1823 AIRPORT BLVD,C,78721,3126712,10076161
6,BURGLARY OF VEHICLE,Theft,29-Nov-18,4400 SWITCH WILLO,A,78727,3116807,10124075
6,BURGLARY OF VEHICLE,Theft,27-Dec-18,11617 RESEARCH BLVD NB,A,78759,3112205,10124433
3,THEFT FROM BUILDING,Theft,31-Jul-18,2919 MONTOPOLIS DR,H,78741,3124896,10051266
5,BURGLARY OF VEHICLE,Theft,13-Aug-18,3204 MANCHACA RD,D,78704,3101962,10060358
1,FORCED SODOMY,Rape,2-Dec-18,,I,78723,,
4,THEFT BY SHOPLIFTING,Theft,28-Dec-18,1822 RUTLAND DR,E,78758,3123194,10111271
1,BURG OF RES - SEXUAL NATURE,Burglary,9-Jul-18,7305 CHISOS PASS,C,78724,3140475,10087999
3,BURGLARY NON RESIDENCE,Burglary,20-Aug-18,304 E BEN WHITE BLVD SVRD WB,D,78704,3108962,10053949
9,THEFT BY SHOPLIFTING,Theft,29-Dec-18,3851 AIRPORT BLVD,B,78723,3125539,10078863
7,THEFT,Theft,21-Dec-18,1200 E HOWARD LN,E,78660,3143815,10122430
3,BREACH OF COMPUTER SECURITY,Theft,7-Aug-18,111 RAMBLE LN,D,78745,3105128,10049027
2,THEFT,Theft,20-Aug-18,3600 PRESIDENTIAL BLVD,AP,78719,3138850,10047302
1,THEFT,Theft,30-Nov-18,OLD TOWN DR / CORONADO HILLS DR,I,78752,3132853,10091810
2,BURGLARY NON RESIDENCE,Burglary,17-Jul-18,6509 S 1ST ST,F,78745,3101187,10045364
2,THEFT,Theft,23-Aug-18,2112 E WILLIAM CANNON DR,F,78744,3109146,10041443
7,THEFT BY SHOPLIFTING,Theft,25-Aug-18,5716 BURNET RD,B,78756,3114464,10094334
1,BURGLARY OF VEHICLE,Theft,7-Jul-18,11315 WALNUT RIDGE DR,E,78753,3136733,10110288
8,BURGLARY OF VEHICLE,Theft,7-Dec-18,3320 HARPERS FERRY LN,F,78745,3086607,10047530
1,ROBBERY BY ASSAULT,Robbery,11-Aug-18,5707 MANOR RD,I,78723,3133646,10084692
4,BURGLARY OF COIN-OP MACHINE,Theft,11-Aug-18,8010 N IH 35 SVRD SB,E,78753,3127446,10098323
8,BURGLARY OF VEHICLE,Theft,19-Jul-18,2100 BARTON SPRINGS RD,D,78746,3106393,10070460
2,BURGLARY OF RESIDENCE,Burglary,2-Sep-18,13209 THOME VALLEY DR,H,78617,3155949,10036883
9,THEFT FROM BUILDING,Theft,8-Aug-18,919 E 32ND ST,B,78705,3119190,10079092
5,BURGLARY OF VEHICLE,Theft,28-Jun-18,8400 NICOLA TRL,F,78745,3087601,10043347
3,BURGLARY OF VEHICLE,Theft,23-Jun-18,3209 S IH 35 SVRD NB,H,78741,3114033,10054853
1,BURGLARY OF VEHICLE,Theft,1-Jul-18,7104 NORTHEAST DR,I,78723,3133899,10090625
5,BURGLARY OF VEHICLE,Theft,16-Jul-18,5805 CHERRY CREEK DR,D,78745,3093637,10052527
5,BURGLARY OF RESIDENCE,Burglary,16-Jul-18,701 KINNEY AVE,D,78704,3108106,10067700
7,BURGLARY OF VEHICLE,Theft,10-Oct-18,2202 W NORTH LOOP BLVD,B,78756,3114270,10092292
6,THEFT BY SHOPLIFTING,Theft,12-Aug-18,10900 LAKELINE MALL DR,A,78717,3095631,10145975
7,BURGLARY OF VEHICLE,Theft,3-Jul-18,9101 RESEARCH BLVD SVRD NB,A,78758,3117955,10109577
3,DEADLY CONDUCT,Agg Assault,14-Jul-18,509 E BEN WHITE BLVD SVRD EB,D,78745,3110048,10052665
5,BURGLARY NON RESIDENCE,Burglary,29-Jul-18,1701 W BEN WHITE BLVD SVRD EB,D,78745,3101460,10055472
7,BURGLARY NON RESIDENCE,Burglary,3-Jul-18,8868 RESEARCH BLVD SVRD SB,I,78757,3120679,10107626
4,THEFT BY SHOPLIFTING,Theft,25-Jul-18,5621 N IH 35 SVRD NB,I,78723,3125467,10088596
1,BURGLARY OF VEHICLE,Theft,16-Jul-18,2401 TOWBRIDGE CIR,I,78723,3132907,10087130
8,THEFT FROM PERSON,Theft,7-Jul-18,4201 MONTEREY OAKS BLVD,D,78749,3085873,10055712
6,THEFT OF LICENSE PLATE,Theft,7-Aug-18,10412 FIRETHORN LN,A,78750,3094297,10138402
9,THEFT,Theft,12-Oct-18,1107 W 22ND ST,B,78705,3111827,10077033
7,THEFT,Theft,25-Jun-18,1434 W WELLS BRANCH PKWY,E,78660,3137594,10134827
4,DEADLY CONDUCT,Agg Assault,30-Sep-18,959 REINLI ST,I,78751,3124696,10089512
9,THEFT OF BICYCLE,Theft,17-Sep-18,2400 NUECES ST,B,78705,3113941,10078074
9,THEFT,Theft,5-Aug-18,600 W 26TH ST,B,78705,3113909,10079127
3,THEFT,Theft,14-Sep-18,1600 WICKERSHAM LN,H,78741,3122229,10059265
9,THEFT,Theft,18-Oct-18,505 W 22ND ST,B,78705,3113974,10076884
9,BURGLARY OF RESIDENCE,Burglary,20-Aug-18,6 KERN RAMBLE,C,78722,3122286,10078774
4,BURGLARY OF VEHICLE,Theft,15-Oct-18,6513 N IH 35 SVRD NB,I,78752,3125768,10092443
,THEFT,Theft,3-Jul-18,710 E BEN WHITE SVRD WB,D,,3110718,10052849
7,THEFT,Theft,25-Jun-18,11113 RESEARCH BLVD NB,A,78759,3112770,10120954
9,BURGLARY NON RESIDENCE,Burglary,4-Sep-18,1101 WEST LYNN ST,B,78703,3108995,10074783
5,THEFT,Theft,13-Jul-18,3200 W SLAUGHTER LN,F,78748,3083659,10038300
2,BURGLARY OF VEHICLE,Theft,24-Jul-18,1704 NELMS DR,F,78744,3107921,10043296
1,THEFT,Theft,4-Oct-18,1050 SPRINGDALE RD,C,78721,3130114,10072139
1,BURGLARY OF VEHICLE,Theft,9-Oct-18,7112 ED BLUESTEIN BLVD SVRD SB,C,78723,3139035,10088006
9,THEFT OF BICYCLE,Theft,20-Sep-18,2900 HAMPTON RD,B,78705,3118272,10078534
7,BURGLARY OF VEHICLE,Theft,28-Jul-18,14233 THE LAKES BLVD,E,78660,3137385,10129939
10,THEFT,Theft,10-Aug-18,9020 N CAPITAL OF TEXAS HWY SB,A,78759,3109026,10114645
7,BURGLARY OF VEHICLE,Theft,21-Jul-18,12536 N IH 35 SVRD SB,E,78753,3134045,10121842
5,THEFT,Theft,6-Sep-18,2101 FRATE BARKER RD,F,78748,3084366,10026774
1,BURGLARY OF VEHICLE,Theft,29-Jul-18,4311 SPRINGDALE RD,C,78723,3133367,10077872
6,THEFT BY SHOPLIFTING,Theft,19-Sep-18,12860 N US 183 HWY SVRD SB,A,78750,3103483,10130993
3,THEFT,Theft,15-Sep-18,4404 E OLTORF ST,H,78741,3119889,10055968
1,BURGLARY OF VEHICLE,Theft,19-Sep-18,7019 CREIGHTON LN,I,78723,3134512,10090557
9,BURGLARY OF VEHICLE,Theft,6-Sep-18,CESAR CHAVEZ AT STEPHEN F TRN / STEPHEN F AUSTIN DR,B,78703,3107432,10071855
7,BURGLARY NON RESIDENCE,Burglary,9-Aug-18,1306 W ANDERSON LN,I,78757,3121153,10100980
1,THEFT,Theft,24-Jul-18,1800 E 16TH ST,C,78702,3120981,10074061
8,THEFT,Theft,29-Aug-18,7101 S MOPAC EXPY SVRD NB,D,78749,3083723,10051222
4,THEFT,Theft,21-Oct-18,916 E KOENIG LN WB,I,78752,3124036,10090565
1,AUTO THEFT,Auto Theft,6-Aug-18,1305 RED RIVER ST,B,78701,3116727,10073009
10,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,5-Aug-18,12424 RESEARCH BLVD SVRD SB,A,78759,3108015,10128897
3,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,26-Oct-18,1700 E 4TH ST,G,78702,3119947,10068260
7,BURGLARY OF VEHICLE,Theft,17-Aug-18,9901 N CAPITAL OF TEXAS HWY NB,A,78759,3114031,10115218
2,THEFT,Theft,27-Jun-18,8103 BOGGY RIDGE DR,F,78748,3098614,10039230
9,THEFT,Theft,9-Jul-18,E OLTORF ST / S CONGRESS AVE,D,78704,3111177,10060019
4,BURGLARY OF VEHICLE,Theft,8-Sep-18,605 MASTERSON PASS,E,78753,3129737,10107910
9,THEFT,Theft,21-Sep-18,90 RAINEY ST,G,78701,3115739,10067987
7,THEFT BY SHOPLIFTING,Theft,11-Nov-18,1434 W WELLS BRANCH PKWY,E,78660,3137594,10134827
2,THEFT,Theft,5-Sep-18,8008 S CONGRESS AVE,F,78748,3101950,10038045
9,THEFT BY SHOPLIFTING,Theft,25-Jun-18,90 S IH 35 SVRD SB,H,78704,3116534,10064358
7,BURGLARY OF VEHICLE,Theft,31-Oct-18,1421 DEXFORD DR,E,78753,3143141,10119155
4,BURGLARY OF VEHICLE,Theft,8-Sep-18,6505 N IH 35 NB,I,78752,3125467,10092375
9,THEFT,Theft,21-Oct-18,121 E 5TH ST,G,78701,3114565,10070231
4,THEFT,Theft,27-Oct-18,5355 N IH 35 SVRD NB,I,78723,3125141,10087431
5,BURGLARY OF VEHICLE,Theft,6-Jul-18,2409 JESSE OWENS DR,F,78748,3083837,10028110
9,BURGLARY OF VEHICLE,Theft,10-Sep-18,1106 MAUFRAIS ST,B,78703,3109637,10074621
3,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,31-Aug-18,1300 CROSSING PL,H,78741,3123924,10059981
7,THEFT,Theft,20-Oct-18,2818 KRAMER LN,A,78758,3119492,10117413
5,THEFT BY SHOPLIFTING,Theft,25-Aug-18,2110 W SLAUGHTER LN,F,78748,3088927,10036469
3,BURGLARY OF VEHICLE,Theft,30-Oct-18,1300 CROSSING PL,H,78741,3123924,10059981
1,THEFT,Theft,21-Sep-18,1808 E 12TH ST,C,78702,3121347,10073022
6,THEFT BY SHOPLIFTING,Theft,21-Sep-18,13201 N FM 620 RD NB,A,78729,3096967,10143063
5,BURGLARY OF VEHICLE,Theft,27-Jun-18,4001 S LAMAR BLVD NB,D,78704,3099257,10058451
7,BURGLARY OF VEHICLE,Theft,11-Sep-18,3503 COOKSTOWN DR,A,78759,3121946,10125636
3,THEFT,Theft,23-Oct-18,1515 WICKERSHAM LN,H,78741,3122306,10058898
7,BURGLARY OF VEHICLE,Theft,16-Aug-18,11901 SWEARINGEN DR,E,78758,3129167,10117077
8,BURGLARY OF VEHICLE,Theft,10-Jul-18,4424 S MOPAC EXPY SVRD SB,D,78735,3090918,10060157
9,THEFT OF BICYCLE,Theft,10-Sep-18,4605 AVENUE A,B,78751,3117905,10087087
4,BURGLARY OF RESIDENCE,Burglary,29-Aug-18,9200 NORTH PLZ,E,78753,3131540,10102640
9,THEFT OF BICYCLE,Theft,20-Nov-18,2114 S CONGRESS AVE,D,78704,3111430,10061453
9,BREACH OF COMPUTER SECURITY,Theft,16-Oct-18,1102 GILLESPIE PL,H,78704,3114870,10060765
2,BURGLARY OF RESIDENCE,Burglary,5-Oct-18,2213 DOVE SPRINGS DR,F,78744,3110327,10042739
6,BURGLARY OF VEHICLE,Theft,1-Oct-18,9511 N FM 620 RD,A,78726,3082294,10130963
7,THEFT OF BICYCLE,Theft,2-Oct-18,1510 W NORTH LOOP BLVD,I,78756,3115349,10091654
6,BURGLARY NON RESIDENCE,Burglary,1-Nov-18,13427 POND SPRINGS RD,A,78729,3099457,10137129
9,THEFT,Theft,4-Oct-18,500 E 7TH ST,G,78701,3115951,10070759
3,THEFT,Theft,14-Dec-18,2408 VENTURA DR,H,78741,3117042,10052399
9,THEFT,Theft,22-Sep-18,300 GUADALUPE ST,G,78701,3112893,10070092
7,THEFT,Theft,12-Oct-18,2525 W ANDERSON LN,B,78757,3116494,10102601
4,BURGLARY OF VEHICLE,Theft,22-Oct-18,1030 NORWOOD PARK BLVD,I,78753,3129996,10096983
10,THEFT,Theft,27-Sep-18,11250 TAYLOR DRAPER LN,A,78759,3110440,10122208
9,THEFT,Theft,10-Jul-18,3017 N IH 35 SVRD NB,C,78722,3120288,10078315
4,THEFT FROM AUTO,Theft,2-Dec-18,621 W ST JOHNS AVE,I,78752,3121945,10096494
4,BURGLARY NON RESIDENCE,Burglary,25-Oct-18,7208 CAMERON RD,I,78752,3129681,10092329
9,BURGLARY OF VEHICLE,Theft,28-Oct-18,2400 PEARL ST,B,78705,3112830,10078123
3,BURGLARY OF VEHICLE,Theft,21-Sep-18,2200 WILLOW CREEK DR,H,78741,3118401,10057171
7,THEFT BY SHOPLIFTING,Theft,4-Oct-18,3211 FEATHERGRASS CT,A,78758,3118106,10116811
7,BURGLARY OF VEHICLE,Theft,24-Sep-18,2404 LAWNMONT AVE,B,78756,3113130,10092610
9,AUTO THEFT,Auto Theft,1-Oct-18,1304 W OLTORF ST,D,78704,3106643,10062741
9,THEFT,Theft,16-Oct-18,1207 LORRAIN ST,B,78703,3110174,10074753
2,BURGLARY OF VEHICLE,Theft,16-Oct-18,8008 S CONGRESS AVE,F,78748,3101950,10038045
2,THEFT,Theft,21-Aug-18,623 W DITTMAR RD,F,78748,3099430,10039564
9,THEFT BY SHOPLIFTING,Theft,26-Nov-18,201 COLORADO ST,G,78701,3113625,10069568
1,THEFT,Theft,10-Nov-18,1601 COMAL ST,C,78702,3120084,10073859
9,THEFT,Theft,22-Dec-18,E 6TH ST / TRINITY ST,G,78701,3115415,10070416
2,BURGLARY OF VEHICLE,Theft,5-Nov-18,500 W WILLIAM CANNON DR,F,78745,3101557,10044440
7,BURGLARY NON RESIDENCE,Burglary,21-Oct-18,6431 BURNET LN,I,78757,3115083,10096780
3,BURGLARY NON RESIDENCE,Burglary,28-Oct-18,2450 WICKERSHAM LN,H,78741,3119753,10054915
10,THEFT OF TRAILER,Theft,4-Dec-18,11675 JOLLYVILLE RD,A,78759,3110368,10125496
3,BURGLARY NON RESIDENCE,Burglary,20-Nov-18,2617 S IH 35 SVRD NB,H,78741,3114584,10056772
7,THEFT FROM AUTO,Theft,9-Nov-18,9801 STONELAKE BLVD,A,78759,3114549,10114958
2,BURGLARY OF RESIDENCE,Burglary,18-Oct-18,704 HYDE PARK PL,F,78748,3097009,10037408
9,THEFT,Theft,16-Oct-18,1300 E RIVERSIDE DR,H,78741,3117278,10063704
3,THEFT,Theft,5-Nov-18,3300 PARKER LN,H,78741,3114830,10054201
7,BURGLARY OF VEHICLE,Theft,21-Aug-18,7304 EASY WIND DR,I,78757,3121195,10097538
1,AUTO THEFT,Auto Theft,14-Sep-18,12408 HARRIS BRANCH PKWY,C,78653,3154613,10110151
2,BURGLARY OF RESIDENCE,Burglary,17-Jul-18,5811 S 1ST ST,F,78745,3102150,10047450
7,THEFT,Theft,20-Aug-18,11119 ALTERRA PKWY,A,78758,3120138,10117545
7,BURGLARY OF VEHICLE,Theft,15-Nov-18,12600 LINFORD DR,E,78753,3143969,10117420
10,BURGLARY OF VEHICLE,Theft,20-Nov-18,10306 MORADO CV,A,78759,3109774,10119232
1,BURGLARY OF VEHICLE,Theft,4-Nov-18,12041 DESSAU RD,E,78754,3141933,10112339
8,BURGLARY OF VEHICLE,Theft,26-Nov-18,6304 ZADOCK WOODS DR,D,78749,3074531,10054460
3,BURGLARY OF VEHICLE,Theft,1-Nov-18,600 E BEN WHITE BLVD SVRD WB,D,78704,3110505,10053042
8,THEFT,Theft,7-Nov-18,11116 CLARO VISTA CV,D,78739,3059451,10044520
7,SEXUAL ASSAULT OF CHILD/OBJECT,Rape,4-Sep-18,,I,78757,,
3,BURGLARY OF RESIDENCE,Burglary,23-Oct-18,121 WOODWARD ST,D,78704,3109371,10056399
6,BURGLARY OF VEHICLE,Theft,4-Dec-18,11411 RESEARCH BLVD SVRD NB,A,78759,3112456,10122653
1,THEFT,Theft,23-Nov-18,7112 ED BLUESTEIN BLVD NB,C,78724,3139137,10088360
1,BURGLARY NON RESIDENCE,Burglary,4-Nov-18,10803 JOSEPH CLAYTON DR,E,78753,3134369,10108961
3,THEFT,Theft,30-Oct-18,1900 E OLTORF ST,H,78741,3117101,10057503
7,BURGLARY OF VEHICLE,Theft,30-Oct-18,12138 N LAMAR BLVD,E,78758,3133053,10118644
4,BURGLARY OF VEHICLE,Theft,25-Jul-18,1071 CLAYTON LN,I,78723,3126309,10089393
1,THEFT FROM BUILDING,Theft,3-Dec-18,1106 CLAYTON LN,I,78723,3127174,10089690
6,AUTO THEFT,Auto Theft,10-Nov-18,11204 TIMBROOK TRL,A,78750,3091379,10140753
8,BREACH OF COMPUTER SECURITY,Theft,23-Aug-18,4186 TRAVIS COUNTRY CIR,D,78735,3088405,10063836
6,BURGLARY OF VEHICLE,Theft,7-Dec-18,4541 GOLF VISTA DR,A,78730,3077562,10107498
10,BURGLARY OF VEHICLE,Theft,9-Dec-18,7838 N CAPITAL OF TEXAS HWY SB,A,78750,3102186,10110513
3,AGG ASLT ENHANC STRANGL/SUFFOC,Agg Assault,11-Oct-18,2100 WICKERSHAM LN,H,78741,3121437,10057605
8,THEFT FROM PERSON,Theft,16-Oct-18,2100 BARTON SPRINGS RD,D,78746,3106393,10070460
5,ROBBERY BY ASSAULT,Robbery,11-Dec-18,1700 FORT VIEW RD,D,78704,3101649,10056412
7,BURGLARY OF RESIDENCE,Burglary,8-Sep-18,5003 LYNNDALE DR,B,78756,3115782,10089848
8,THEFT,Theft,28-Nov-18,5800 W SLAUGHTER LN,D,78749,3072565,10045990
9,BURGLARY NON RESIDENCE,Burglary,20-Nov-18,318 E 5TH ST,G,78701,3115202,10070236
3,THEFT,Theft,3-Aug-18,6801 E RIVERSIDE DR,H,78741,3128520,10054557
5,BURGLARY OF RESIDENCE,Burglary,16-Jul-18,1529 BARTON SPRINGS RD,D,78704,3108441,10068196
2,THEFT FROM AUTO,Theft,16-Jul-18,W STASSNEY LN / S 1ST ST,F,78745,3102589,10048802
5,THEFT,Theft,19-Sep-18,9911 BRODIE LN,F,78748,3081605,10039615
5,THEFT,Theft,19-Sep-18,2411 W SLAUGHTER LN,F,78748,3087707,10036369
5,BURGLARY OF VEHICLE,Theft,19-Sep-18,1501 TOOMEY RD,D,78704,3109200,10068951
5,BURGLARY OF VEHICLE,Theft,6-Dec-18,2903 BURNING OAK DR,D,78704,3105077,10060069
9,BURGLARY OF VEHICLE,Theft,7-Nov-18,512 E 46TH ST,B,78751,3120438,10085556
5,AGG ROBBERY/DEADLY WEAPON,Robbery,7-Dec-18,2034 W STASSNEY LN,D,78745,3097114,10051585
6,BURGLARY OF VEHICLE,Theft,28-Jun-18,12401 TREE LINE DR,A,78729,3102542,10135991
7,BURGLARY OF VEHICLE,Theft,22-Dec-18,1903 PRAIRIE KNOLL CT,E,78758,3125775,10117828
9,THEFT FROM PERSON,Theft,15-Oct-18,404 COLORADO ST,G,78701,3113643,10070357
9,BURGLARY OF VEHICLE,Theft,20-Oct-18,50 EAST AVE,G,78701,3115762,10066662
1,THEFT,Theft,12-Nov-18,5605 SPRINGDALE RD,C,78723,3135853,10082626
10,THEFT,Theft,31-Aug-18,11266 TAYLOR DRAPER LN,A,78759,3109904,10122429
9,BURGLARY NON RESIDENCE,Burglary,1-Nov-18,1311 S 1ST ST,D,78704,3110845,10064404
3,BURGLARY OF VEHICLE,Theft,28-Oct-18,2317 S PLEASANT VALLEY RD,H,78741,3119878,10056802
5,AGG ASSAULT,Agg Assault,10-Sep-18,2200 TABOR CT,F,78748,3088573,10036755
1,BREACH OF COMPUTER SECURITY,Theft,13-Nov-18,6405 BERKMAN DR,I,78723,3130516,10089120
9,THEFT,Theft,13-Nov-18,900 RED RIVER ST,G,78701,3116333,10071391
6,BURGLARY OF VEHICLE,Theft,19-Nov-18,12610 RIATA TRACE PKWY,A,78727,3113917,10130437
9,BURGLARY OF VEHICLE,Theft,17-Nov-18,1300 E RIVERSIDE DR,H,78741,3117278,10063704
9,THEFT,Theft,7-Dec-18,310 E 5TH ST,G,78701,3115140,10070194
4,BURGLARY OF RESIDENCE,Burglary,14-Jul-18,508 DELMAR AVE,I,78752,3125869,10096267
3,AUTO THEFT,Auto Theft,4-Sep-18,6503 PORTER ST,H,78741,3128830,10057156
9,BURGLARY OF VEHICLE,Theft,29-Nov-18,1603 ENFIELD RD,B,78703,3109307,10075932
4,THEFT BY SHOPLIFTING,Theft,6-Dec-18,9616 N LAMAR BLVD,E,78758,3128359,10107000
5,BURGLARY OF VEHICLE,Theft,14-Sep-18,4236 S LAMAR BLVD NB,D,78735,3097983,10058226
2,BURGLARY OF VEHICLE,Theft,14-Sep-18,5045 IRVINE LN,H,78617,3154104,10038736
5,THEFT BY SHOPLIFTING,Theft,19-Dec-18,9300 S IH 35 SVRD SB,F,78748,3100423,10033116
7,THEFT,Theft,10-Nov-18,2438 W ANDERSON LN,B,78757,3117181,10103209
4,BURGLARY OF RESIDENCE,Burglary,19-Oct-18,911 FIELDWOOD DR,E,78758,3128106,10108115
2,BURGLARY OF RESIDENCE,Burglary,23-Oct-18,414 W DITTMAR RD,F,78745,3100536,10039472
6,THEFT FROM AUTO,Theft,19-Sep-18,12717 HEINEMANN DR,A,78727,3112714,10131665
5,THEFT,Theft,28-Nov-18,9600 S IH 35 NB,F,78744,3100552,10031246
5,BURGLARY OF VEHICLE,Theft,12-Dec-18,8101 WEST GATE BLVD,F,78745,3088212,10044791
5,BURGLARY OF RESIDENCE,Burglary,27-Jun-18,2915 AFTONSHIRE WAY,F,78748,3084977,10038221
1,BURGLARY OF VEHICLE,Theft,18-Nov-18,1129 POQUITO ST,C,78702,3122547,10070689
5,AGG ROBBERY/DEADLY WEAPON,Robbery,25-Aug-18,10500 WATCHFUL FOX DR,F,78748,3092388,10030487
9,THEFT FROM BUILDING,Theft,22-Oct-18,1715 W CESAR CHAVEZ ST,B,78703,3106486,10072675
6,ROBBERY BY ASSAULT,Robbery,8-Dec-18,11200 LAKELINE MALL DR,A,78613,3092523,10143915
4,BURGLARY OF VEHICLE,Theft,26-Dec-18,5518 HELEN ST,I,78751,3123720,10088895
6,BURGLARY OF VEHICLE,Theft,16-Aug-18,13201 N FM 620 RD NB,A,78729,3096967,10143063
2,SEXUAL ASSAULT W/ OBJECT,Rape,27-Jul-18,,F,78744,,
10,BURGLARY OF RESIDENCE,Burglary,22-Aug-18,7410 FIREOAK DR,A,78759,3103721,10126421
6,THEFT,Theft,12-Oct-18,10800 LAKELINE BLVD,A,78717,3096821,10148026
7,THEFT,Theft,7-Sep-18,6610 BURNET RD,B,78757,3114902,10097865
1,THEFT,Theft,11-Nov-18,2013 SORGHUM HILL DR,E,78754,3140540,10108163
3,THEFT,Theft,20-Dec-18,405 E ST ELMO RD,D,78745,3108287,10051393
1,THEFT,Theft,22-Dec-18,11139 N IH 35 SVRD NB,E,78753,3134572,10110414
,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,16-Nov-18,17217 RUSH PEA CIR,UK,,,
4,THEFT,Theft,18-Dec-18,901 E 56TH ST,I,78751,3123917,10088884
10,THEFT,Theft,7-Sep-18,7600 N CAPITAL OF TEXAS HWY SB,A,78750,3101048,10109568
2,BURGLARY OF RESIDENCE,Burglary,28-Nov-18,5441 FALLING LEAF LN,F,78744,3116069,10042563
9,ROBBERY BY ASSAULT,Robbery,7-Dec-18,500 E 7TH ST,G,78701,3115951,10070759
2,BURGLARY OF VEHICLE,Theft,17-Sep-18,7308 CREPE MYRTLE DR,F,78744,3116861,10033196
7,THEFT BY SHOPLIFTING,Theft,30-Oct-18,12900 N IH 35 SVRD SB,E,78753,3134231,10124160
7,THEFT,Theft,26-Jun-18,3311 ESPERANZA XING,A,78758,3118196,10118869
6,BURGLARY NON RESIDENCE,Burglary,7-Sep-18,9900 W PARMER LN,A,78717,3103827,10150169
9,BURGLARY OF VEHICLE,Theft,9-Nov-18,4510 W GUADALUPE ST,B,78751,3117011,10087162
5,RAPE,Rape,26-Nov-18,,F,78747,,
