council_district,highest_offense_desc,highest_offense,date,location,district,zip,x_coord,y_coord
4,BURGLARY OF VEHICLE,Theft,27-Nov-18,1505 DESERT QUAIL LN,E,78758,3124706,10109160
8,BURGLARY OF VEHICLE,Theft,23-Aug-18,5000 W SLAUGHTER LN,D,78749,3076659,10045257
4,THEFT BY SHOPLIFTING,Theft,8-Nov-18,5621 N IH 35 NB,I,78723,3125062,10088495
2,THEFT,Theft,10-Dec-18,5200 E WILLIAM CANNON DR,F,78744,3113492,10038801
4,THEFT OF LICENSE PLATE,Theft,23-Dec-18,9971 QUAIL BLVD,E,78758,3126850,10108213
5,BURGLARY OF RESIDENCE,Burglary,24-Dec-18,1508 CANON YEOMANS TRL,F,78748,3087943,10029911
7,THEFT OF BICYCLE,Theft,26-Dec-18,706 WREN AVE,E,78753,3135184,10114679
7,BURGLARY OF VEHICLE,Theft,12-Jul-18,11410 CENTURY OAKS TER,A,78758,3118245,10119454
10,BURGLARY OF VEHICLE,Theft,14-Dec-18,10000 RESEARCH BLVD SVRD SB,A,78759,3111977,10115825
7,AUTO THEFT,Auto Theft,13-Jul-18,3202 MOSSROCK DR,B,78757,3116240,10109395
4,BURGLARY OF VEHICLE,Theft,9-Jul-18,N LAMAR BLVD / W RUNDBERG LN,E,78758,3127942,10105660
1,THEFT OF BICYCLE,Theft,3-Sep-18,11602 OAK TRL,E,78753,3135581,10112596
3,THEFT,Theft,23-Aug-18,2701 E 7TH ST,C,78702,3124305,10067892
5,AGG ASSAULT,Agg Assault,24-Nov-18,9801 MANCHACA RD,F,78748,3089810,10036073
7,BURGLARY OF VEHICLE,Theft,26-Dec-18,11703 WHITE WING AVE,E,78753,3134415,10113185
5,THEFT FROM BUILDING,Theft,29-Jun-18,9900 S IH 35 SB,F,78748,3100118,10029925
1,BURGLARY OF VEHICLE,Theft,27-Dec-18,6804 BRYN MAWR DR,I,78723,3136810,10088300
1,THEFT OF LICENSE PLATE,Theft,27-Jul-18,2900 OAK SPRINGS DR,C,78702,3127407,10073005
9,THEFT,Theft,28-Dec-18,1000 E 41ST ST,B,78751,3121344,10082703
9,THEFT,Theft,1-Aug-18,720 W 6TH ST,G,78701,3111897,10071532
1,BURGLARY OF RESIDENCE,Burglary,14-Nov-18,903 NEWPORT AVE,E,78753,3133490,10106726
9,BURG NON RESIDENCE SHEDS,Burglary,25-Nov-18,4600 MUELLER BLVD,B,78723,3125013,10082433
7,THEFT OF LICENSE PLATE,Theft,19-Jul-18,2106 LANIER DR,I,78757,3119104,10104559
1,BURGLARY OF VEHICLE,Theft,30-Oct-18,12000 DESSAU RD,E,78753,3141263,10112276
3,BURGLARY OF RESIDENCE,Burglary,5-Jul-18,3001 OAK SPRINGS DR,C,78702,3127383,10072745
7,THEFT BY SHOPLIFTING,Theft,27-Jul-18,1420 W WELLS BRANCH PKWY,E,78660,3138009,10134575
2,THEFT,Theft,3-Aug-18,600 W WILLIAM CANNON DR,F,78745,3101178,10044981
6,THEFT BY SHOPLIFTING,Theft,18-Jul-18,11637 RESEARCH BLVD NB,A,78759,3112199,10124613
7,THEFT BY SHOPLIFTING,Theft,19-Dec-18,2525 W ANDERSON LN,B,78757,3116494,10102601
9,BURGLARY OF VEHICLE,Theft,2-Sep-18,1801 E 51ST ST,B,78723,3127952,10083340
10,THEFT OF BICYCLE,Theft,8-Sep-18,3500 GREYSTONE DR,B,78731,3111476,10103538
,AGG ASLT W/MOTOR VEH FAM/DAT V,Agg Assault,30-Jun-18,13808 HARRIS RIDGE BLVD,88,78660,3143472,10124556
2,BURG OF RES - SEXUAL NATURE,Burglary,2-Jul-18,6808 S IH 35 NB,F,78744,3105729,10041469
1,BURGLARY OF VEHICLE,Theft,24-Jun-18,11413 WALNUT RIDGE DR,E,78753,3137156,10110771
2,BURGLARY OF RESIDENCE,Burglary,13-Sep-18,1912 E WILLIAM CANNON DR,F,78744,3108106,10041682
9,THEFT,Theft,19-Nov-18,120 W 5TH ST,G,78701,3113951,10070539
3,BURGLARY OF VEHICLE,Theft,13-Jul-18,2207 WICKERSHAM LN,H,78741,3121645,10056710
5,BURGLARY NON RESIDENCE,Burglary,26-Sep-18,1210 BARTON SPRINGS RD,D,78704,3109715,10068076
3,BURGLARY OF VEHICLE,Theft,23-Jun-18,629 W BEN WHITE BLVD SVRD EB,D,78745,3105655,10055220
3,BURGLARY OF VEHICLE,Theft,23-Nov-18,1006 BANISTER LN,D,78704,3104654,10056527
4,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,1-Dec-18,1401 E RUNDBERG LN,E,78753,3133940,10101616
2,BURGLARY OF RESIDENCE,Burglary,27-Aug-18,5005 COPPERBEND BLVD,F,78744,3115733,10044775
3,BURGLARY OF VEHICLE,Theft,1-Oct-18,3702 S 2ND ST,D,78704,3105871,10056888
10,THEFT,Theft,27-Aug-18,3825 LAKE AUSTIN BLVD,B,78703,3101011,10080328
3,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,28-Jul-18,2200 WILLOW CREEK DR,H,78741,3118401,10057171
7,THEFT,Theft,31-Jul-18,3311 ESPERANZA XING,A,78758,3118196,10118869
3,THEFT,Theft,30-Jul-18,6306 E RIVERSIDE DR,H,78741,3127258,10055404
3,THEFT,Theft,29-Aug-18,4405 GARNETT ST,D,78745,3106228,10052696
1,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2-Dec-18,6909 WENTWORTH DR,C,78724,3150048,10081517
7,BURG NON RESIDENCE SHEDS,Burglary,8-Aug-18,11501 CENTURY OAKS TER,A,78758,3118589,10119609
7,THEFT,Theft,9-Aug-18,13609 N IH 35 SVRD NB,E,78753,3135873,10127479
3,AGG ASSAULT,Agg Assault,11-Aug-18,2347 DOUGLAS ST,H,78741,3118325,10056320
2,THEFT,Theft,10-Aug-18,6503 S IH 35 SVRD NB,F,78744,3106775,10042619
3,BURGLARY NON RESIDENCE,Burglary,5-Aug-18,1007 E 7TH ST,G,78702,3117799,10069959
8,BURGLARY OF VEHICLE,Theft,1-Aug-18,2100 BARTON SPRINGS RD,D,78746,3106393,10070460
10,THEFT OF BICYCLE,Theft,28-Jun-18,6401 COLINA LN,A,78759,3106813,10125104
10,THEFT OF AUTO PARTS,Theft,26-Jul-18,7201 HART LN,B,78731,3109721,10102901
1,BURGLARY OF VEHICLE,Theft,1-Oct-18,6100 GARDEN VIEW DR,C,78724,3140267,10079850
5,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,15-Jul-18,1215 W SLAUGHTER LN,F,78748,3092521,10035702
9,THEFT FROM PERSON,Theft,31-Aug-18,S CONGRESS AVE / W OLTORF ST,D,78704,3111177,10060019
9,THEFT FROM BUILDING,Theft,27-Jul-18,405 W 22ND ST,B,78705,3114284,10076857
10,THEFT BY SHOPLIFTING,Theft,18-Aug-18,7025 VILLAGE CENTER DR,B,78731,3109504,10101310
1,AGG ASSAULT,Agg Assault,22-Sep-18,1803 E ANDERSON LN SVRD EB,I,78752,3132901,10093814
10,THEFT OF TRAILER,Theft,11-Oct-18,9220 SPICEBRUSH DR,A,78759,3103514,10118083
2,BURGLARY OF RESIDENCE,Burglary,4-Jul-18,2000 COVERED WAGON PASS,F,78744,3109784,10043868
1,BURGLARY OF VEHICLE,Theft,24-Jul-18,2104 E ANDERSON LN SVRD WB,I,78754,3134292,10093429
8,BURGLARY OF VEHICLE,Theft,8-Sep-18,3900 S MOPAC EXPY SVRD SB,D,78746,3093433,10061615
10,BURGLARY OF VEHICLE,Theft,28-Sep-18,7630 WOOD HOLLOW DR,B,78731,3111455,10104536
1,AGG ROBBERY/DEADLY WEAPON,Robbery,1-Oct-18,5800 TECHNI CENTER DR,C,78721,3136581,10075175
2,AUTO THEFT,Auto Theft,9-Nov-18,4600 NUCKOLS CROSSING RD,F,78744,3117292,10045926
4,THEFT,Theft,21-Jul-18,8900 N LAMAR BLVD,E,78758,3126923,10103871
8,BURGLARY OF VEHICLE,Theft,29-Jul-18,4301 W WILLIAM CANNON DR,D,78749,3084128,10053080
2,AUTO THEFT,Auto Theft,7-Jul-18,4323 S IH 35 SVRD NB,F,78744,3111631,10050167
7,THEFT,Theft,25-Jul-18,500 CANYON RIDGE DR,E,78753,3135499,10121165
3,THEFT,Theft,28-Aug-18,1601 ROYAL CREST DR,H,78741,3118667,10060221
2,THEFT,Theft,20-Sep-18,6320 E STASSNEY LN,F,78744,3122569,10047703
5,BURGLARY OF VEHICLE,Theft,17-Sep-18,4435 S LAMAR BLVD NB,D,78745,3097759,10057165
3,THEFT,Theft,23-Oct-18,2701 E 7TH ST,C,78702,3124305,10067892
2,BURGLARY OF VEHICLE,Theft,21-Jun-18,7707 S IH 35 SVRD NB,F,78744,3104643,10038266
3,BURGLARY OF VEHICLE,Theft,6-Jul-18,2025 E 7TH ST,C,78702,3121730,10068561
7,BURG NON RESIDENCE SHEDS,Burglary,30-Aug-18,3210 ESPERANZA XING,A,78758,3119294,10118872
3,AGG ASSAULT,Agg Assault,28-Oct-18,2400 ANKEN DR,H,78741,3119231,10057258
4,THEFT,Theft,12-Oct-18,8601 RESEARCH BLVD SVRD NB,E,78758,3121691,10105147
7,BURGLARY OF VEHICLE,Theft,15-Aug-18,9333 RESEARCH BLVD NB,A,78759,3114335,10112465
9,THEFT,Theft,2-Jul-18,211 W 4TH ST,G,78701,3113487,10070189
3,BURGLARY OF VEHICLE,Theft,16-Oct-18,2347 DOUGLAS ST,H,78741,3118325,10056320
1,THEFT,Theft,8-Oct-18,4701 E MARTIN LUTHER KING JR BLVD,C,78721,3133747,10077675
3,THEFT BY SHOPLIFTING,Theft,14-Jul-18,1717 S PLEASANT VALLEY RD,H,78741,3121741,10058946
6,DEADLY CONDUCT,Agg Assault,5-Jul-18,12425 MELLOW MEADOW DR,A,78750,3095603,10139415
1,BURGLARY OF RESIDENCE,Burglary,25-Aug-18,6103 MANOR RD,I,78723,3134407,10085593
7,BURGLARY NON RESIDENCE,Burglary,5-Oct-18,8956 RESEARCH BLVD SVRD SB,I,78757,3119873,10108263
9,BURGLARY OF VEHICLE,Theft,19-Sep-18,511 W 7TH ST,G,78701,3112652,10071553
10,BURGLARY OF VEHICLE,Theft,9-Aug-18,10614 RESEARCH BLVD SB,A,78759,3111871,10117835
10,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,12-Aug-18,4159 STECK AVE,B,78759,3108684,10110188
1,AGG ASSAULT,Agg Assault,15-Oct-18,3408 WEBBERVILLE RD,C,78702,3125833,10071899
4,BURGLARY OF COIN-OP MACHINE,Theft,29-Aug-18,1425 E RUNDBERG LN,E,78753,3134553,10101257
10,THEFT,Theft,13-Sep-18,11266 TAYLOR DRAPER LN,A,78759,3109904,10122429
3,ROBBERY BY ASSAULT,Robbery,1-Sep-18,2803 COLLINS CREEK DR,H,78741,3118601,10055152
3,THEFT,Theft,27-Oct-18,1100 E 2ND ST,G,78702,3117497,10068394
7,THEFT BY SHOPLIFTING,Theft,25-Sep-18,12900 N IH 35 SVRD SB,E,78753,3134231,10124160
1,THEFT,Theft,5-Oct-18,6707 CAMERON RD,I,78752,3129252,10090848
7,THEFT BY SHOPLIFTING,Theft,8-Oct-18,10710 RESEARCH BLVD SVRD NB,A,78759,3112267,10117995
7,AUTO THEFT,Auto Theft,25-Jul-18,5408 AURORA DR,I,78756,3117190,10091402
3,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,12-Jul-18,812 GUNTER ST,C,78702,3127388,10068028
10,THEFT,Theft,18-Sep-18,11819 PAVILION BLVD,A,78759,3108986,10127545
10,BURGLARY OF VEHICLE,Theft,30-Aug-18,3800 MOUNT BONNELL RD,B,78731,3104170,10089793
3,THEFT,Theft,25-Oct-18,901 W BEN WHITE BLVD SVRD EB,D,78745,3104682,10055364
8,THEFT FROM PERSON,Theft,12-Oct-18,2100 BARTON SPRINGS RD,D,78746,3106393,10070460
8,BURGLARY OF VEHICLE,Theft,18-Aug-18,6601 RIALTO BLVD,D,78735,3077594,10062914
3,THEFT FROM PERSON,Theft,13-Oct-18,1505 TOWN CREEK DR,H,78741,3119554,10061293
9,THEFT,Theft,14-Nov-18,500 E 7TH ST,G,78701,3115951,10070759
2,BURGLARY NON RESIDENCE,Burglary,19-Jul-18,7303 BURLESON RD,F,78744,3127949,10044263
3,THEFT,Theft,14-Oct-18,1603 E OLTORF ST,H,78741,3115463,10058091
1,THEFT,Theft,21-Sep-18,3506 DARBY ST,C,78721,3137077,10072037
4,THEFT,Theft,15-Jul-18,9414 N LAMAR BLVD,E,78758,3127650,10106327
3,THEFT BY SHOPLIFTING,Theft,31-Jul-18,600 E BEN WHITE BLVD SVRD WB,D,78704,3110505,10053042
5,THEFT,Theft,30-Oct-18,525 W SLAUGHTER LN,F,78748,3097219,10035383
10,BURGLARY OF VEHICLE,Theft,21-Aug-18,11600 RESEARCH BLVD SVRD SB,A,78759,3111816,10124410
3,THEFT,Theft,8-Nov-18,2701 E 7TH ST,C,78702,3124305,10067892
6,THEFT,Theft,9-Nov-18,11200 LAKELINE MALL DR,A,78613,3092523,10143915
9,THEFT FROM BUILDING,Theft,8-Oct-18,2101 RIO GRANDE ST,B,78705,3113563,10076611
7,AUTO THEFT,Auto Theft,21-Aug-18,11506 CENTURY OAKS TER,A,78758,3118505,10119781
3,BURGLARY OF VEHICLE,Theft,13-Aug-18,1012 MUSE LN,C,78702,3125215,10070248
4,AGG ROBBERY/DEADLY WEAPON,Robbery,15-Oct-18,701 W LONGSPUR BLVD,E,78753,3129180,10106923
5,BURGLARY OF VEHICLE,Theft,9-Sep-18,9811 S IH 35 SVRD NB,F,78744,3100629,10030282
5,THEFT,Theft,15-Oct-18,10517 BIG THICKET DR,F,78747,3101017,10027094
7,BURGLARY OF VEHICLE,Theft,11-Jul-18,1700 W PARMER LN,E,78727,3130069,10123786
9,THEFT OF BICYCLE,Theft,11-Jul-18,1400 RIO GRANDE ST,B,78701,3112968,10074431
9,BURGLARY OF VEHICLE,Theft,11-Jul-18,200 BRAZOS ST,G,78701,3114315,10069296
1,AGG ROBBERY/DEADLY WEAPON,Robbery,13-Aug-18,11316 FARMHAVEN RD,C,78754,3152764,10101916
7,MURDER,Murder,11-Sep-18,1500 E PARMER LN,E,78753,3142154,10115695
1,THEFT,Theft,20-Jul-18,3015 E 13TH ST,C,78702,3126704,10074291
,THEFT,Theft,16-Sep-18,9301 OLD BEE CAVES RD,D,78735,3064189,10066645
10,THEFT OF BICYCLE,Theft,17-Jul-18,4330 BULL CREEK RD,B,78731,3110092,10089280
3,BURGLARY OF VEHICLE,Theft,13-Oct-18,4600 ELMONT DR,H,78741,3122852,10060647
2,BURGLARY OF VEHICLE,Theft,30-Aug-18,4610 LYRA CIR,F,78744,3118527,10045354
7,BURGLARY OF VEHICLE,Theft,9-Oct-18,6007 WOODVIEW AVE,B,78757,3113641,10095902
3,THEFT,Theft,9-Sep-18,500 E BEN WHITE BLVD SVRD EB,D,78745,3110124,10052889
4,THEFT OF BICYCLE,Theft,9-Sep-18,10125 N IH 35 SVRD NB,E,78753,3132525,10106450
2,THEFT BY SHOPLIFTING,Theft,27-Sep-18,107 W STASSNEY LN,F,78745,3104578,10047511
9,THEFT BY SHOPLIFTING,Theft,5-Jul-18,1000 E 41ST ST,B,78751,3121344,10082703
9,ROBBERY BY ASSAULT,Robbery,13-Sep-18,525 N LAMAR BLVD,G,78703,3110740,10071581
9,BURGLARY OF VEHICLE,Theft,30-Aug-18,300 E 8TH ST,G,78701,3115506,10071353
8,THEFT,Theft,25-Sep-18,2100 BARTON SPRINGS RD,D,78746,3106393,10070460
10,THEFT,Theft,1-Oct-18,10900 RESEARCH BLVD SVRD SB,A,78759,3112101,10119331
3,BURGLARY OF RESIDENCE,Burglary,6-Aug-18,2516 GLEN SPRINGS WAY,H,78741,3115919,10056594
6,BURGLARY OF VEHICLE,Theft,3-Sep-18,12827 N FM 620 RD NB,A,78750,3093981,10142323
8,THEFT,Theft,18-Jul-18,5710 MC CARTY LN,D,78749,3078899,10056897
7,BURGLARY OF VEHICLE,Theft,23-Sep-18,5417 WOODVIEW AVE,B,78756,3113474,10093012
1,AUTO THEFT,Auto Theft,20-Sep-18,E 11TH ST / SAN MARCOS ST,G,78702,3118077,10071463
7,BURGLARY OF VEHICLE,Theft,29-Jun-18,12509 N LAMAR BLVD,E,78753,3133635,10122508
9,BURGLARY NON RESIDENCE,Burglary,22-Sep-18,603 W LIVE OAK ST,D,78704,3109687,10062041
9,THEFT FROM BUILDING,Theft,13-Sep-18,2323 SAN ANTONIO ST,B,78705,3114263,10077749
3,THEFT BY SHOPLIFTING,Theft,2-Oct-18,2508 E RIVERSIDE DR,H,78741,3120958,10059176
3,BURGLARY OF VEHICLE,Theft,28-Nov-18,625 E STASSNEY LN,F,78745,3106502,10046087
7,THEFT FROM AUTO,Theft,17-Sep-18,12820 N LAMAR BLVD,E,78753,3133369,10124408
4,AGG ROBBERY/DEADLY WEAPON,Robbery,7-Oct-18,7114 N IH 35 SVRD SB,I,78752,3125687,10094562
7,BURGLARY OF VEHICLE,Theft,11-Sep-18,3201 CENTURY PARK BLVD,A,78727,3126988,10131668
10,BURGLARY OF VEHICLE,Theft,26-Oct-18,W 43RD ST / N LAMAR BLVD,B,78756,3115050,10086393
4,AUTO THEFT,Auto Theft,28-Aug-18,9106 N IH 35 SB,E,78753,3130225,10102913
3,AUTO THEFT,Auto Theft,4-Oct-18,835 N PLEASANT VALLEY RD,C,78702,3125438,10069780
9,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,5-Oct-18,4800 N IH 35 SVRD SB,B,78751,3123367,10084781
1,BURGLARY OF RESIDENCE,Burglary,24-Jun-18,11316 FRIENDSHIP DR,E,78754,3142756,10108896
9,BURGLARY OF VEHICLE,Theft,12-Nov-18,800 EDGECLIFF TER,H,78704,3115168,10064725
7,THEFT BY SHOPLIFTING,Theft,24-Nov-18,2525 W ANDERSON LN,B,78757,3116494,10102601
6,BURGLARY OF VEHICLE,Theft,24-Oct-18,12827 N FM 620 RD NB,A,78750,3093981,10142323
4,THEFT FROM PERSON,Theft,6-Nov-18,6607 N IH 35 SVRD NB,I,78752,3126007,10092696
10,BURGLARY OF VEHICLE,Theft,7-Nov-18,7719 WOOD HOLLOW DR,B,78731,3112104,10104543
5,BURGLARY NON RESIDENCE,Burglary,8-Nov-18,1515 S LAMAR BLVD,D,78704,3107635,10064594
1,THEFT FROM PERSON,Theft,11-Aug-18,E 11TH ST / N IH 35 SVRD NB,C,78702,3117552,10071652
4,AUTO THEFT,Auto Theft,4-Oct-18,1934 RUTLAND DR,E,78758,3122756,10111570
7,BURGLARY OF VEHICLE,Theft,14-Sep-18,4402 BOUVET CT,A,78727,3119091,10127158
6,BURGLARY OF VEHICLE,Theft,25-Nov-18,11200 LAKELINE MALL DR,A,78613,3092523,10143915
7,THEFT BY SHOPLIFTING,Theft,11-Oct-18,5716 BURNET RD,B,78756,3114464,10094334
3,THEFT OF LICENSE PLATE,Theft,5-Nov-18,2200 S PLEASANT VALLEY RD,H,78741,3119912,10057599
8,THEFT FROM PERSON,Theft,14-Oct-18,2100 BARTON SPRINGS RD,D,78746,3106393,10070460
3,AGG ROBBERY/DEADLY WEAPON,Robbery,3-Oct-18,2503 E OLTORF ST,H,78741,3119151,10056092
8,THEFT,Theft,23-Oct-18,7101 S MOPAC EXPY SVRD NB,D,78749,3083723,10051222
3,THEFT,Theft,28-Nov-18,710 E BEN WHITE BLVD SVRD WB,D,78704,3111061,10053193
6,THEFT BY SHOPLIFTING,Theft,1-Dec-18,11111 LAKELINE BLVD,A,78717,3095521,10147120
7,BURGLARY NON RESIDENCE,Burglary,19-Dec-18,7200 EASY WIND DR,I,78757,3121068,10097264
4,AGG ASSAULT,Agg Assault,28-Oct-18,10111 N LAMAR BLVD,E,78753,3129379,10108475
4,BURGLARY OF VEHICLE,Theft,2-Nov-18,7604 N IH 35 SVRD SB,I,78752,3126588,10096549
10,BURGLARY OF VEHICLE,Theft,14-Nov-18,9400 ARBORETUM BLVD,A,78759,3110350,10114782
8,BURGLARY OF VEHICLE,Theft,2-Oct-18,7203 LOCH LOMMOND ST,D,78749,3085052,10050164
3,AUTO THEFT,Auto Theft,18-Oct-18,1725 TIMBER RIDGE DR,H,78741,3114957,10055618
2,THEFT,Theft,6-Dec-18,4509 TURNSTONE DR,F,78744,3112584,10041267
4,DEADLY CONDUCT,Agg Assault,31-Dec-18,7605 EASTCREST DR,I,78752,3125118,10097121
4,THEFT BY SHOPLIFTING,Theft,6-Nov-18,8545 N LAMAR BLVD,E,78753,3125792,10102245
1,BURGLARY NON RESIDENCE,Burglary,1-Oct-18,5612 E MARTIN LUTHER KING JR BLVD,C,78723,3137271,10078070
9,THEFT FROM PERSON,Theft,11-Nov-18,408 E 6TH ST,G,78701,3115586,10070497
1,AGG ASSAULT,Agg Assault,13-Dec-18,1708 PATTON LN,I,78723,3131044,10089784
2,BURGLARY OF VEHICLE,Theft,23-Nov-18,901 LITTLE TEXAS LN,F,78745,3106583,10045152
9,BURGLARY OF VEHICLE,Theft,5-Jul-18,2214 SAN ANTONIO ST,B,78705,3114096,10077409
7,THEFT,Theft,19-Jul-18,11009 ALTERRA PKWY,A,78758,3119850,10117239
7,BURGLARY NON RESIDENCE,Burglary,22-Aug-18,8956 RESEARCH BLVD SVRD SB,I,78757,3119873,10108263
10,BURGLARY OF VEHICLE,Theft,29-Oct-18,4601 WEST RIM CV,B,78731,3105729,10108343
5,BURGLARY OF VEHICLE,Theft,13-Nov-18,4608 BANISTER LN,D,78745,3101960,10053419
9,AUTO THEFT,Auto Theft,22-Oct-18,809 COLUMBUS ST,D,78704,3110306,10065633
1,THEFT,Theft,13-Aug-18,6518 ED BLUESTEIN BLVD SB,C,78723,3139623,10084178
1,THEFT,Theft,18-Sep-18,11704 DUNBLANE WAY,C,78754,3155016,10103396
4,BURGLARY OF VEHICLE,Theft,30-Nov-18,605 MASTERSON PASS,E,78753,3129737,10107910
9,AGG ASSAULT,Agg Assault,28-Aug-18,600 TRINITY ST,G,78701,3115403,10070458
8,THEFT,Theft,10-Nov-18,5017 W US 290 HWY SVRD EB,D,78749,3089371,10057773
5,AUTO THEFT,Auto Theft,30-Sep-18,5219 TAHOE TRL,D,78745,3095282,10054370
7,BURGLARY OF RESIDENCE,Burglary,21-Dec-18,6008 N LAMAR BLVD,I,78757,3119198,10093141
8,SEXUAL ASSAULT OF CHILD/OBJECT,Rape,24-Nov-18,,D,78735,,
7,THEFT,Theft,24-Jul-18,12632 CINCHRING LN,E,78727,3131313,10124429
1,THEFT,Theft,13-Dec-18,7112 ED BLUESTEIN BLVD SVRD SB,C,78723,3139035,10088006
9,THEFT,Theft,2-Dec-18,2407 S CONGRESS AVE,D,78704,3111143,10059752
9,THEFT,Theft,25-Dec-18,500 E 4TH ST,G,78701,3115657,10069692
5,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,30-Nov-18,1600 MELISSA OAKS LN,F,78744,3102440,10031295
6,BURGLARY NON RESIDENCE,Burglary,10-Dec-18,6512 MC NEIL DR,A,78729,3109189,10133033
3,THEFT,Theft,18-Dec-18,2314 PARKER LN,H,78741,3116279,10057569
9,THEFT,Theft,27-Dec-18,507 E 8TH ST,G,78701,3116090,10070932
7,BURGLARY OF VEHICLE,Theft,16-Oct-18,15119 N IH 35 SVRD NB,E,78660,3136761,10135760
1,THEFT,Theft,4-Nov-18,6707 CAMERON RD,I,78752,3129252,10090848
2,THEFT OF TRAILER,Theft,26-Nov-18,4800 PEWTER LN,F,78744,3115566,10045910
8,THEFT,Theft,11-Dec-18,2100 BARTON SPRINGS RD,D,78746,3106393,10070460
4,AUTO THEFT,Auto Theft,13-Jul-18,6301 N LAMAR BLVD,I,78752,3120116,10093884
4,BURGLARY OF RESIDENCE,Burglary,21-Dec-18,9200 NORTH PLZ,E,78753,3131540,10102640
5,THEFT,Theft,26-Dec-18,3905 CLAWSON RD,D,78704,3102360,10057444
4,BURGLARY OF VEHICLE,Theft,19-Dec-18,6700 MIDDLE FISKVILLE RD,I,78752,3124980,10093012
9,THEFT,Theft,14-Dec-18,3302 WERNER AVE,C,78722,3121422,10078939
6,BURGLARY NON RESIDENCE,Burglary,9-Jul-18,12741 N US 183 HWY SVRD NB,A,78727,3105328,10130780
10,THEFT,Theft,9-Oct-18,9900 MC NEIL DR,A,78750,3084668,10116308
5,BURGLARY OF RESIDENCE,Burglary,8-Aug-18,3204 MANCHACA RD,D,78704,3101962,10060358
5,FORCED SODOMY,Rape,23-Oct-18,,D,78704,,
2,THEFT,Theft,22-Dec-18,2212 DONAHUE LN,F,78744,3112794,10046492
4,THEFT FROM BUILDING,Theft,18-Sep-18,5607 N LAMAR BLVD,I,78751,3118864,10091443
2,BURGLARY OF VEHICLE,Theft,18-Sep-18,5717 MALARKEY RD,H,78617,3154020,10035964
3,BURGLARY OF VEHICLE,Theft,2-Nov-18,2239 CROMWELL CIR,H,78741,3122358,10056513
3,BURGLARY OF VEHICLE,Theft,18-Oct-18,2005 WILLOW CREEK DR,H,78741,3119100,10057764
6,BURGLARY NON RESIDENCE,Burglary,24-Sep-18,12611 RESEARCH BLVD NB,A,78727,3106621,10130125
2,THEFT,Theft,19-Dec-18,8003 S IH 35 SVRD NB,F,78744,3103663,10037105
3,BURGLARY OF VEHICLE,Theft,8-Oct-18,500 E STASSNEY LN,D,78745,3106182,10046764
3,BURGLARY OF VEHICLE,Theft,21-Sep-18,2005 WILLOW CREEK DR,H,78741,3119100,10057764
5,AUTO THEFT,Auto Theft,24-Sep-18,8704 UNITED KINGDOM DR,F,78748,3094399,10038558
8,BURGLARY OF VEHICLE,Theft,10-Nov-18,7010 W SH 71,D,78735,3072536,10058067
5,BURGLARY OF VEHICLE,Theft,23-Nov-18,2500 W WILLIAM CANNON DR,D,78745,3092701,10047883
4,BURGLARY NON RESIDENCE,Burglary,11-Jul-18,500 E ST JOHNS AVE,I,78752,3125225,10095176
6,BURGLARY OF RESIDENCE,Burglary,12-Oct-18,11215 RESEARCH BLVD NB,A,78759,3112999,10122087
6,AGG ASSAULT,Agg Assault,13-Dec-18,12989 N US 183 HWY SVRD NB,A,78729,3102417,10132355
4,THEFT,Theft,14-Jul-18,5526 N IH 35 SVRD SB,I,78751,3124750,10088183
7,BURGLARY OF VEHICLE,Theft,5-Dec-18,12211 ALDERBROOK DR,A,78758,3126365,10123038
3,AGG ROBBERY/DEADLY WEAPON,Robbery,30-Dec-18,1515 WICKERSHAM LN,H,78741,3122306,10058898
2,BURGLARY OF VEHICLE,Theft,1-Nov-18,7401 BRYNNER ST,F,78745,3099157,10042011
8,THEFT,Theft,26-Dec-18,12304 ARALIA RIDGE DR,D,78739,3059294,10038695
9,AUTO THEFT,Auto Theft,15-Jul-18,2103 NUECES ST,B,78705,3113888,10076662
7,BURGLARY NON RESIDENCE,Burglary,22-Sep-18,3001 ESPERANZA XING,A,78758,3119904,10118288
2,THEFT,Theft,20-Aug-18,8001 S IH 35 SVRD NB,F,78744,3103727,10037213
7,BURGLARY OF VEHICLE,Theft,19-Dec-18,8318 POLAR DR,I,78757,3120546,10104170
1,THEFT,Theft,30-Jul-18,900 E 7TH ST,G,78702,3117412,10070313
9,THEFT FROM BUILDING,Theft,30-Nov-18,1950 S IH 35 NB,H,78741,3115873,10059820
6,THEFT,Theft,27-Dec-18,11000 BLOCK LAKE CREEK PKWY,A,78750,3091770,10139106
4,THEFT OF BICYCLE,Theft,20-Nov-18,7599 CHEVY CHASE DR,I,78752,3125823,10097143
1,THEFT,Theft,8-Dec-18,1520 RUTHERFORD LN,E,78754,3133220,10096590
5,ROBBERY BY THREAT,Robbery,22-Dec-18,1953 W WILLIAM CANNON DR,F,78745,3094715,10046437
